Frequency (Hz),bell_1000Hz_+12dB_Q0.1,bell_1000Hz_+12dB_Q0.7,bell_1000Hz_+12dB_Q1.0,bell_1000Hz_+12dB_Q12.0,bell_1000Hz_+12dB_Q2.0,bell_1000Hz_+12dB_Q6.0,bell_1000Hz_+3dB_Q0.1,bell_1000Hz_+3dB_Q0.7,bell_1000Hz_+3dB_Q1.0,bell_1000Hz_+3dB_Q12.0,bell_1000Hz_+3dB_Q2.0,bell_1000Hz_+3dB_Q6.0,bell_1000Hz_+6dB_Q0.1,bell_1000Hz_+6dB_Q0.7,bell_1000Hz_+6dB_Q1.0,bell_1000Hz_+6dB_Q12.0,bell_1000Hz_+6dB_Q2.0,bell_1000Hz_+6dB_Q6.0,bell_1000Hz_-12dB_Q0.1,bell_1000Hz_-12dB_Q0.7,bell_1000Hz_-12dB_Q1.0,bell_1000Hz_-12dB_Q12.0,bell_1000Hz_-12dB_Q2.0,bell_1000Hz_-12dB_Q6.0,bell_1000Hz_-3dB_Q0.1,bell_1000Hz_-3dB_Q0.7,bell_1000Hz_-3dB_Q1.0,bell_1000Hz_-3dB_Q12.0,bell_1000Hz_-3dB_Q2.0,bell_1000Hz_-3dB_Q6.0,bell_1000Hz_-6dB_Q0.1,bell_1000Hz_-6dB_Q0.7,bell_1000Hz_-6dB_Q1.0,bell_1000Hz_-6dB_Q12.0,bell_1000Hz_-6dB_Q2.0,bell_1000Hz_-6dB_Q6.0,highShelf_10000Hz_+0dB,highShelf_10000Hz_+12dB,highShelf_10000Hz_+3dB,highShelf_10000Hz_+6dB,highShelf_10000Hz_-12dB,highShelf_10000Hz_-3dB,highShelf_10000Hz_-6dB,lowShelf_100Hz_+0dB,lowShelf_100Hz_+12dB,lowShelf_100Hz_+3dB,lowShelf_100Hz_+6dB,lowShelf_100Hz_-12dB,lowShelf_100Hz_-3dB,lowShelf_100Hz_-6dB
52.20314431365074,6.200275421142578,0.3204841613769531,0.17247390747070312,0.012727737426757812,0.07225418090820312,-0.003223419189453125,0.8583240509033203,0.04886054992675781,0.06027984619140625,0.029928207397460938,0.014871597290039062,-0.01918792724609375,2.189434051513672,0.06189918518066406,0.04457664489746094,0.000576019287109375,0.05577278137207031,-0.014835357666015625,-6.2477874755859375,-0.29030418395996094,-0.14879226684570312,0.03452110290527344,0.012357711791992188,0.0324249267578125,-0.8333892822265625,-0.022457122802734375,0.02509307861328125,0.03691673278808594,0.020029067993164062,0.04871559143066406,-2.12762451171875,-0.05801200866699219,-0.0062713623046875,0.030527114868164062,-0.022039413452148438,0.06295204162597656,0.022075653076171875,0.028964996337890625,-0.0017642974853515625,0.06029319763183594,0.03696632385253906,0.0175933837890625,0.0050811767578125,0.013576507568359375,10.332014083862305,2.4404430389404297,4.993465423583984,-10.479482650756836,-2.421846389770508,-4.914560317993164
57.4596966670733,6.588930130004883,0.40697669982910156,0.20992088317871094,-0.0016193389892578125,0.04287147521972656,0.0204010009765625,0.9228096008300781,-0.024755477905273438,0.04833793640136719,-0.021533966064453125,-0.005615234375,-0.05011177062988281,2.3963680267333984,0.09740257263183594,0.07288742065429688,-0.0074176788330078125,0.00421142578125,-0.007984161376953125,-6.7444000244140625,-0.4378471374511719,-0.24943923950195312,0.013483047485351562,-0.017488479614257812,0.0103302001953125,-0.9780464172363281,-0.025503158569335938,-0.016389846801757812,-0.007862091064453125,-0.016183853149414062,-0.03764152526855469,-2.402362823486328,-0.0944061279296875,-0.031902313232421875,0.021982192993164062,-0.063018798828125,-0.03515052795410156,-0.00951385498046875,0.0070476531982421875,-0.06137657165527344,0.012363433837890625,0.012689590454101562,-0.00177764892578125,0.006519317626953125,-0.06323623657226562,10.084663391113281,2.284738540649414,4.807657241821289,-10.217351913452148,-2.2995128631591797,-4.815258026123047
63.24555320336758,7.134010314941406,0.49373435974121094,0.2532539367675781,0.008129119873046875,0.06934356689453125,0.012521743774414062,1.0848731994628906,0.036651611328125,0.020906448364257812,0.005962371826171875,0.008245468139648438,0.00612640380859375,2.6638946533203125,0.10609817504882812,0.05451011657714844,0.00585174560546875,0.01690673828125,0.0059604644775390625,-7.216209411621094,-0.4929924011230469,-0.24724197387695312,0.00311279296875,-0.06065940856933594,-0.0032596588134765625,-1.0784530639648438,-0.031635284423828125,-0.0142059326171875,0.0061855316162109375,0.0005931854248046875,0.0046558380126953125,-2.651449203491211,-0.10172080993652344,-0.047359466552734375,0.004604339599609375,-0.009901046752929688,0.003887176513671875,0.000637054443359375,0.0014896392822265625,0.0004596710205078125,0.001323699951171875,-0.000640869140625,0.000766754150390625,0.0004901885986328125,0.0012187957763671875,9.752033233642578,2.2281417846679688,4.635953903198242,-9.90188217163086,-2.2331714630126953,-4.572368621826172
69.61401176856822,7.554105758666992,0.6040134429931641,0.26604270935058594,-0.03656768798828125,0.048313140869140625,0.006191253662109375,1.1679420471191406,0.0056552886962890625,0.014284133911132812,-0.05869865417480469,-0.03834342956542969,-0.0059871673583984375,2.9129791259765625,0.1393299102783203,0.04517555236816406,-0.005924224853515625,-0.03750801086425781,-0.026990890502929688,-7.713483810424805,-0.6134757995605469,-0.2950267791748047,-0.024259567260742188,-0.07099723815917969,-0.007831573486328125,-1.2047405242919922,-0.07995414733886719,-0.011640548706054688,-0.03913688659667969,-0.00449371337890625,-0.06027412414550781,-2.9496841430664062,-0.15374374389648438,-0.06665611267089844,-0.0032863616943359375,-0.044116973876953125,-0.021009445190429688,0.00177001953125,-0.027296066284179688,-0.03676414489746094,-0.05689239501953125,-0.04618072509765625,-0.02622222900390625,-0.03482627868652344,-0.06049346923828125,9.407833099365234,2.1150970458984375,4.371585845947266,-9.549257278442383,-2.1493892669677734,-4.393774032592773
76.62373699114576,8.05691909790039,0.7067794799804688,0.36179542541503906,-0.001415252685546875,0.09692573547363281,0.014944076538085938,1.3609046936035156,0.05465507507324219,0.024862289428710938,0.0122528076171875,0.01444244384765625,0.005306243896484375,3.2164249420166016,0.15903663635253906,0.08189964294433594,-3.0517578125e-05,0.01897430419921875,0.010454177856445312,-8.142267227172852,-0.7121601104736328,-0.36080169677734375,0.0020084381103515625,-0.09068489074707031,-0.006877899169921875,-1.3504505157470703,-0.052776336669921875,-0.030504226684570312,-0.0008792877197265625,-0.0094146728515625,0.005252838134765625,-3.2060585021972656,-0.15008163452148438,-0.07927322387695312,0.0052852630615234375,-0.011995315551757812,0.0041179656982421875,0.0042819976806640625,0.004825592041015625,-0.0019359588623046875,0.0015869140625,0.0052337646484375,0.00891876220703125,-0.0036945343017578125,0.0037212371826171875,9.045125961303711,1.9969902038574219,4.211584091186523,-9.174257278442383,-1.9941158294677734,-4.144830703735352
84.33930068571647,8.57174301147461,0.9280261993408203,0.5067977905273438,0.050792694091796875,0.21300888061523438,0.09384536743164062,1.6064777374267578,0.10363006591796875,0.10158157348632812,0.04645729064941406,0.09904289245605469,0.0980682373046875,3.5559139251708984,0.32012939453125,0.1736297607421875,0.10860443115234375,0.1083831787109375,0.07644462585449219,-8.469707489013672,-0.8088283538818359,-0.3436241149902344,0.09127235412597656,-0.047183990478515625,0.07806205749511719,-1.4301986694335938,-0.05611228942871094,0.00914764404296875,0.02660369873046875,0.0763397216796875,0.10493850708007812,-3.43017578125,-0.1419525146484375,-0.027130126953125,0.0882415771484375,0.12886619567871094,0.09470367431640625,0.10266494750976562,0.014225006103515625,0.007801055908203125,0.05246734619140625,0.051952362060546875,0.14216232299804688,0.084930419921875,0.11463737487792969,8.717611312866211,1.9276924133300781,4.031681060791016,-8.679622650146484,-1.7785377502441406,-3.8229713439941406
92.83177667225557,8.936227798461914,1.0244922637939453,0.5292224884033203,-0.04477882385253906,0.15282058715820312,0.025386810302734375,1.6106300354003906,0.05747795104980469,0.05398750305175781,-0.04056549072265625,-0.03572654724121094,0.08436012268066406,3.7610931396484375,0.25255393981933594,0.19869232177734375,0.04899024963378906,0.0158233642578125,-0.029420852661132812,-8.972858428955078,-1.0484809875488281,-0.5871124267578125,-0.03874969482421875,-0.09508132934570312,0.07755279541015625,-1.649627685546875,-0.0652008056640625,0.04740715026855469,-0.060558319091796875,0.03369331359863281,-0.017841339111328125,-3.7311668395996094,-0.1680736541748047,-0.10409927368164062,0.00606536865234375,0.06371307373046875,-0.013782501220703125,-0.05842018127441406,0.0045642852783203125,0.027263641357421875,-0.04872322082519531,0.014476776123046875,0.0880889892578125,0.04586029052734375,0.013494491577148438,8.255647659301758,1.71038818359375,3.749835968017578,-8.33865737915039,-1.8047313690185547,-3.6776180267333984
102.17939549013855,9.235506057739258,1.171365737915039,0.6151847839355469,0.0050220489501953125,0.16063880920410156,0.010091781616210938,1.7872314453125,0.08977127075195312,0.04691886901855469,0.000629425048828125,-0.012462615966796875,0.0051059722900390625,4.004205703735352,0.26325225830078125,0.1316204071044922,-0.0040740966796875,0.025148391723632812,-0.0006504058837890625,-9.367387771606445,-1.1895332336425781,-0.6359138488769531,-0.004932403564453125,-0.16721153259277344,-0.017545700073242188,-1.7873878479003906,-0.08365821838378906,-0.0487213134765625,-0.0048980712890625,-0.019464492797851562,-0.0053615570068359375,-4.00617790222168,-0.28183555603027344,-0.1419963836669922,-0.0012073516845703125,-0.017364501953125,-0.008005142211914062,-0.003387451171875,-0.0048065185546875,-0.007564544677734375,0.000640869140625,-0.008626937866210938,-0.012058258056640625,-0.003391265869140625,-0.0040874481201171875,7.6920928955078125,1.5866947174072266,3.423929214477539,-7.800848007202148,-1.6080646514892578,-3.3798160552978516
112.46826503806983,9.58708381652832,1.3956775665283203,0.7205448150634766,0.009862899780273438,0.19309043884277344,0.0292205810546875,1.9569664001464844,0.13232803344726562,0.04640769958496094,0.0404815673828125,0.011091232299804688,0.017734527587890625,4.219411849975586,0.3675518035888672,0.18868446350097656,-0.0089263916015625,0.04852485656738281,0.021717071533203125,-9.671279907226562,-1.3724613189697266,-0.7789936065673828,0.031810760498046875,-0.16739463806152344,0.001216888427734375,-1.9167633056640625,-0.09695625305175781,-0.028820037841796875,0.03028106689453125,0.003345489501953125,0.0013523101806640625,-4.24560546875,-0.3067913055419922,-0.13184547424316406,-0.007038116455078125,-0.028102874755859375,0.0034637451171875,0.01027679443359375,-0.0108489990234375,0.008264541625976562,0.04602622985839844,-0.012744903564453125,0.0008087158203125,0.011478424072265625,-0.019069671630859375,7.161767959594727,1.4918785095214844,3.1448287963867188,-7.352766036987305,-1.4844131469726562,-3.067424774169922
123.79316377825212,9.892501831054688,1.634714126586914,0.8954315185546875,0.007030487060546875,0.24934005737304688,-0.006587982177734375,2.049966812133789,0.13369178771972656,0.06841278076171875,0.008029937744140625,0.031177520751953125,0.0063228607177734375,4.464984893798828,0.3837146759033203,0.1999187469482422,-0.0135650634765625,0.0370635986328125,0.010435104370117188,-10.015905380249023,-1.644052505493164,-0.8973197937011719,0.00580596923828125,-0.24240684509277344,-0.02315521240234375,-2.0473670959472656,-0.16549301147460938,-0.061618804931640625,0.0038280487060546875,-0.0127410888671875,0.003093719482421875,-4.468881607055664,-0.3783893585205078,-0.1915912628173828,0.003875732421875,-0.04495811462402344,-5.14984130859375e-05,0.013833999633789062,0.0042896270751953125,0.0013408660888671875,0.0016651153564453125,-0.001796722412109375,-0.000782012939453125,-0.0007152557373046875,0.0010967254638671875,6.728509902954102,1.31024169921875,2.864786148071289,-6.745445251464844,-1.3140888214111328,-2.8316612243652344
136.25841381159228,10.154708862304688,1.8794784545898438,1.0233821868896484,0.05113410949707031,0.31157875061035156,0.018041610717773438,2.1465015411376953,0.12771987915039062,0.09170150756835938,0.013132095336914062,0.03180694580078125,-0.018939971923828125,4.670448303222656,0.44391632080078125,0.22718429565429688,-0.012523651123046875,0.033016204833984375,0.0032138824462890625,-10.324195861816406,-1.8684234619140625,-1.0758190155029297,-0.023183822631835938,-0.3245353698730469,-0.04700279235839844,-2.164398193359375,-0.13613319396972656,-0.11783218383789062,0.03148078918457031,-0.02092742919921875,0.0014591217041015625,-4.675638198852539,-0.4452686309814453,-0.2586250305175781,0.0010528564453125,-0.036617279052734375,-0.031429290771484375,0.030548095703125,0.0373687744140625,-0.015100479125976562,0.008819580078125,0.0043354034423828125,-0.0166015625,0.023077011108398438,-0.035381317138671875,6.138704299926758,1.1907901763916016,2.588747024536133,-6.2176666259765625,-1.192575454711914,-2.512815475463867
149.9788418664912,10.41610336303711,2.2070980072021484,1.2539234161376953,-0.0027923583984375,0.3572101593017578,0.025537490844726562,2.2140769958496094,0.14653778076171875,0.03849220275878906,-0.04857444763183594,-0.01541900634765625,-0.03186225891113281,4.800205230712891,0.5423946380615234,0.25881385803222656,-0.059345245361328125,0.06123542785644531,-0.02812957763671875,-10.573881149291992,-2.2850818634033203,-1.3007850646972656,-0.017177581787109375,-0.3884735107421875,-0.06090354919433594,-2.339588165283203,-0.2348804473876953,-0.12020301818847656,-0.004852294921875,-0.027589797973632812,-0.030065536499023438,-4.888408660888672,-0.5615787506103516,-0.3430194854736328,-0.06364250183105469,-0.09680747985839844,-0.030019760131835938,-0.05610466003417969,0.004604339599609375,-0.02907562255859375,-0.011951446533203125,-0.05628395080566406,-0.023778915405273438,-0.009904861450195312,-0.06711769104003906,5.553432464599609,1.0125064849853516,2.2817115783691406,-5.676403045654297,-1.108001708984375,-2.309581756591797
165.08083705360372,10.61277961730957,2.5789318084716797,1.4675941467285156,0.04532623291015625,0.4233589172363281,0.04509162902832031,2.3980464935302734,0.2359142303466797,0.10390472412109375,0.020250320434570312,0.02394866943359375,0.02320098876953125,5.019237518310547,0.6597862243652344,0.3253803253173828,0.028697967529296875,0.11367416381835938,0.02099609375,-10.749679565429688,-2.552408218383789,-1.519693374633789,0.03391838073730469,-0.41048622131347656,-0.014169692993164062,-2.3795528411865234,-0.2606182098388672,-0.12683486938476562,0.0064411163330078125,-0.0057220458984375,-0.018993377685546875,-5.022603988647461,-0.6479988098144531,-0.3478965759277344,0.027841567993164062,-0.07093238830566406,-0.018560409545898438,0.0034942626953125,-0.022176742553710938,9.5367431640625e-05,0.04240608215332031,-0.004852294921875,0.019647598266601562,0.04060173034667969,0.0056209564208984375,5.044277191162109,0.9289970397949219,2.0435314178466797,-5.091081619262695,-0.8904781341552734,-2.0124053955078125
181.70351513033734,10.834957122802734,2.941770553588867,1.7920417785644531,-0.001682281494140625,0.5306854248046875,0.07409477233886719,2.448101043701172,0.24129104614257812,0.156494140625,-0.02651214599609375,0.06281089782714844,0.022859573364257812,5.164850234985352,0.8059711456298828,0.43906211853027344,0.041347503662109375,0.10625457763671875,0.007015228271484375,-10.951051712036133,-2.950345993041992,-1.7695198059082031,0.0054569244384765625,-0.5040988922119141,-0.061733245849609375,-2.4597301483154297,-0.26133155822753906,-0.16100120544433594,-0.0279388427734375,-0.047916412353515625,0.006633758544921875,-5.179723739624023,-0.7818012237548828,-0.40161705017089844,0.0065212249755859375,-0.1301593780517578,-0.023204803466796875,-0.0024585723876953125,-0.020036697387695312,-0.020290374755859375,0.016448974609375,-0.011728286743164062,0.03384971618652344,0.03971290588378906,-0.014860153198242188,4.494333267211914,0.8054542541503906,1.7809982299804688,-4.599510192871094,-0.7946815490722656,-1.7883338928222656
199.99999999999997,10.961589813232422,3.3750343322753906,2.0474853515625,0.0269775390625,0.6358299255371094,0.04654121398925781,2.542287826538086,0.3435230255126953,0.1534442901611328,-0.01959228515625,0.031167984008789062,-0.0070037841796875,5.245100021362305,0.9401264190673828,0.5045185089111328,-0.013509750366210938,0.09700202941894531,-0.012767791748046875,-11.106130599975586,-3.445140838623047,-2.0939579010009766,-0.028951644897460938,-0.6626605987548828,-0.10507392883300781,-2.561643600463867,-0.3419322967529297,-0.2012348175048828,-0.0167694091796875,-0.03299522399902344,-0.001873016357421875,-5.327367782592773,-0.9279727935791016,-0.5089168548583984,-0.00753021240234375,-0.16314315795898438,0.00070953369140625,-0.030824661254882812,-0.0157012939453125,0.0072422027587890625,-0.028903961181640625,-0.028514862060546875,-0.04224967956542969,-0.029947280883789062,-0.021730422973632812,3.9934768676757812,0.68182373046875,1.580484390258789,-4.093315124511719,-0.7176513671875,-1.5492019653320312
